Task_ID,Task_Duration_Days,Labor_Required,Equipment_Units,Material_Cost_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Cost_Per_Day,Labour_Intensity,Combined_Constraint_Score,Complexity_Score,Risk_Score,Composite_Risk_Index,Cost_Risk_Flag,Underestimated_Risk_Flag,Schedule_Critical_Flag,Priority_Score,Priority_Tier,Triple_Threat
T554,57,3,8,92934.43,17,High,0.35,0.58,4,1630.43,0.38,0.465,0.696,3,0.802,True,False,False,0.648,P2 - Monitor Closely,False
T555,39,6,7,7119.04,10,Medium,0.6,0.42,1,182.54,0.86,0.51,0.403,2,0.556,False,False,False,0.361,P3 - Standard Review,False
T556,53,5,7,10143.69,28,Low,0.89,0.34,0,191.39,0.71,0.615,0.423,1,0.417,False,False,False,0.273,P4 - Low Priority,False
T557,42,5,3,17116.31,20,Low,0.39,0.79,3,407.53,1.67,0.59,0.591,1,0.462,False,False,False,0.446,P3 - Standard Review,False
T558,58,1,1,59926.07,25,Low,0.26,0.7,1,1033.21,1.0,0.48,0.48,1,0.407,False,False,False,0.322,P3 - Standard Review,False
T559,39,17,4,15896.75,13,Low,0.49,0.79,4,407.61,4.25,0.64,0.667,1,0.495,False,False,False,0.516,P2 - Monitor Closely,False
T560,14,19,9,96839.56,8,Low,0.8,0.5,3,6917.11,2.11,0.65,0.483,1,0.442,False,False,False,0.424,P3 - Standard Review,False
T561,5,14,5,45224.74,26,Low,0.64,0.2,2,9044.95,2.8,0.42,0.298,1,0.34,False,False,False,0.304,P3 - Standard Review,False
T562,35,12,1,50650.28,14,Low,0.85,0.66,4,1447.15,12.0,0.755,0.684,1,0.523,False,False,False,0.533,P2 - Monitor Closely,False
T563,87,10,5,25419.2,11,Medium,0.97,0.26,1,292.17,2.0,0.615,0.651,2,0.652,False,False,False,0.462,P3 - Standard Review,False
T564,75,18,8,47625.06,9,Low,0.83,0.45,3,635.0,2.25,0.64,0.754,1,0.521,False,True,True,0.511,P2 - Monitor Closely,False
T565,18,11,8,66529.45,18,Low,0.68,0.15,4,3696.08,1.38,0.415,0.505,1,0.401,False,False,False,0.444,P3 - Standard Review,False
T566,76,2,5,75366.54,23,Medium,0.59,0.76,3,991.66,0.4,0.675,0.769,2,0.699,False,False,True,0.586,P2 - Monitor Closely,False
T567,9,18,9,75632.94,18,Low,0.23,0.2,3,8403.66,2.0,0.215,0.33,1,0.309,False,False,False,0.336,P3 - Standard Review,False
T568,74,7,1,58211.22,5,Low,0.99,0.82,3,786.64,7.0,0.905,0.829,1,0.596,False,True,True,0.56,P2 - Monitor Closely,False
T569,58,15,4,90531.62,19,Low,0.51,0.79,1,1560.89,3.75,0.65,0.531,1,0.456,False,False,False,0.356,P3 - Standard Review,False
T570,17,11,3,81923.38,23,High,0.32,0.47,4,4819.02,3.67,0.395,0.495,3,0.728,True,False,False,0.575,P2 - Monitor Closely,False
T571,7,18,2,75947.76,26,High,0.73,0.7,0,10849.68,9.0,0.715,0.246,3,0.717,True,False,False,0.371,P3 - Standard Review,False
T572,46,12,8,6504.95,5,Low,0.43,0.6,0,141.41,1.5,0.515,0.361,1,0.378,False,False,False,0.242,P4 - Low Priority,False
T573,13,6,7,1680.92,7,Medium,0.67,0.74,1,129.3,0.86,0.705,0.345,2,0.578,False,False,False,0.355,P3 - Standard Review,False
T574,40,13,9,22032.28,0,Medium,0.67,0.45,1,550.81,1.44,0.56,0.423,2,0.572,False,False,False,0.373,P3 - Standard Review,False
T575,42,16,2,66688.84,21,Medium,0.56,0.73,3,1587.83,8.0,0.645,0.607,2,0.644,False,False,False,0.525,P2 - Monitor Closely,False
T576,9,18,4,41708.55,16,Medium,0.87,0.47,4,4634.28,4.5,0.67,0.541,2,0.63,False,False,False,0.547,P2 - Monitor Closely,False
T577,50,10,6,40838.22,16,Medium,0.41,0.85,4,816.76,1.67,0.63,0.714,2,0.674,False,False,False,0.6,P2 - Monitor Closely,False
T578,27,8,3,88574.1,23,Low,0.56,0.49,2,3280.52,2.67,0.525,0.429,1,0.4,False,False,False,0.349,P3 - Standard Review,False
T579,66,18,8,89660.72,14,Low,0.63,0.47,2,1358.5,2.25,0.55,0.612,1,0.46,False,False,False,0.415,P3 - Standard Review,False
T580,5,1,3,91008.35,6,Low,0.73,0.73,0,18201.67,0.33,0.73,0.241,1,0.385,False,False,False,0.252,P4 - Low Priority,False
T581,29,8,2,32073.93,18,High,0.83,0.76,2,1106.0,4.0,0.795,0.519,3,0.815,False,False,False,0.533,P2 - Monitor Closely,False
T582,37,6,3,69414.53,21,Medium,0.52,0.54,2,1876.07,2.0,0.53,0.475,2,0.582,False,False,False,0.43,P3 - Standard Review,False
T583,38,5,6,27891.68,24,High,0.72,0.24,0,733.99,0.83,0.48,0.315,3,0.69,False,False,False,0.356,P3 - Standard Review,False
T584,83,15,2,19870.37,22,High,0.32,0.47,0,239.4,7.5,0.395,0.492,3,0.727,False,False,False,0.414,P3 - Standard Review,False
T585,8,15,8,19278.61,27,Low,0.95,0.87,2,2409.83,1.88,0.91,0.459,1,0.486,False,False,False,0.389,P3 - Standard Review,False
T586,65,2,1,34868.65,2,Medium,0.51,0.7,4,536.44,2.0,0.605,0.774,2,0.687,False,False,True,0.619,P2 - Monitor Closely,False
T587,86,1,7,43565.8,29,Medium,0.78,0.75,2,506.58,0.14,0.765,0.766,2,0.716,False,False,False,0.554,P2 - Monitor Closely,False
T588,17,11,2,83263.97,29,High,0.22,0.13,3,4897.88,5.5,0.175,0.354,3,0.641,True,False,False,0.468,P3 - Standard Review,False
T589,71,10,6,12869.22,28,High,0.36,0.47,3,181.26,1.67,0.415,0.669,3,0.784,False,False,True,0.594,P2 - Monitor Closely,False
T590,89,18,2,73757.66,21,Medium,0.59,0.62,3,828.74,9.0,0.605,0.806,2,0.696,False,False,True,0.594,P2 - Monitor Closely,False
T591,45,18,2,53614.04,10,Low,0.9,0.76,1,1191.42,9.0,0.83,0.526,1,0.49,False,False,False,0.367,P3 - Standard Review,False
T592,4,17,8,29506.59,19,Medium,0.62,0.14,3,7376.65,2.12,0.38,0.357,2,0.516,False,False,False,0.424,P3 - Standard Review,False
T593,36,8,2,49789.14,29,Low,0.94,0.78,4,1383.03,4.0,0.86,0.72,1,0.555,False,True,False,0.555,P2 - Monitor Closely,False
T594,70,15,7,30694.26,28,Medium,0.59,0.54,1,438.49,2.14,0.565,0.559,2,0.614,False,False,False,0.424,P3 - Standard Review,False
T595,31,8,3,60012.11,18,High,0.59,0.26,1,1935.87,2.67,0.425,0.342,3,0.688,False,False,False,0.402,P3 - Standard Review,False
T596,19,17,8,43950.55,8,Low,0.3,0.35,3,2313.19,2.12,0.325,0.408,1,0.354,False,False,False,0.361,P3 - Standard Review,False
T597,61,12,7,17276.15,9,Medium,0.84,0.33,2,283.22,1.71,0.585,0.6,2,0.63,False,False,False,0.478,P3 - Standard Review,False
T598,54,8,8,12541.72,1,Low,0.4,0.52,0,232.25,1.0,0.46,0.381,1,0.373,False,False,False,0.245,P4 - Low Priority,False
T599,39,14,7,55122.87,0,Low,0.92,0.14,2,1413.41,2.0,0.53,0.484,1,0.418,False,False,False,0.366,P3 - Standard Review,False
T600,74,4,6,90338.89,29,Low,0.93,0.23,2,1220.8,0.67,0.58,0.657,1,0.48,False,False,False,0.434,P3 - Standard Review,False
T601,19,1,7,35051.81,15,Medium,0.95,0.75,1,1844.83,0.14,0.85,0.415,2,0.628,False,False,False,0.396,P3 - Standard Review,False
T602,39,1,5,73567.01,17,High,0.62,0.21,1,1886.33,0.2,0.415,0.375,3,0.696,True,False,False,0.414,P3 - Standard Review,False
T603,67,19,7,66207.47,22,High,0.74,0.29,1,988.17,2.71,0.515,0.531,3,0.762,False,False,False,0.477,P3 - Standard Review,False
T604,45,16,1,93223.94,25,Low,0.82,0.46,4,2071.64,16.0,0.64,0.694,1,0.503,False,False,False,0.529,P2 - Monitor Closely,False
T605,13,14,1,82277.12,16,High,0.3,0.51,4,6329.01,14.0,0.405,0.48,3,0.725,True,False,False,0.573,P2 - Monitor Closely,False
T606,58,16,9,57093.92,5,Medium,0.68,0.71,0,984.38,1.78,0.695,0.469,2,0.613,False,False,False,0.365,P3 - Standard Review,False
T607,20,5,5,66046.02,13,Low,0.23,0.46,1,3302.3,1.0,0.345,0.268,1,0.316,False,False,False,0.238,P4 - Low Priority,False
T608,72,9,5,89940.26,22,Low,0.6,0.73,3,1249.17,1.8,0.665,0.748,1,0.524,False,True,True,0.512,P2 - Monitor Closely,False
T609,61,2,3,40552.36,24,Low,0.32,0.59,1,664.79,0.67,0.455,0.486,1,0.403,False,False,False,0.322,P3 - Standard Review,False
T610,39,18,5,33352.68,14,High,0.35,0.19,4,855.2,3.6,0.27,0.556,3,0.721,False,False,False,0.579,P2 - Monitor Closely,False
T611,1,6,3,2070.3,13,Medium,0.49,0.23,1,2070.3,2.0,0.36,0.187,2,0.461,False,False,False,0.273,P4 - Low Priority,False
T612,3,9,9,82828.56,23,Medium,0.55,0.45,4,27609.52,1.0,0.5,0.463,2,0.572,False,False,False,0.552,P2 - Monitor Closely,False
T613,77,1,9,80297.09,21,Low,0.7,0.42,1,1042.82,0.11,0.56,0.589,1,0.455,False,False,False,0.369,P3 - Standard Review,False
T614,62,9,6,11341.0,2,Medium,0.26,0.69,3,182.92,1.5,0.475,0.646,2,0.622,False,False,False,0.523,P2 - Monitor Closely,False
T615,63,16,1,58108.88,23,Low,0.6,0.56,0,922.36,16.0,0.58,0.457,1,0.42,False,False,False,0.284,P4 - Low Priority,False
T616,25,13,7,46934.19,22,Low,0.35,0.41,3,1877.37,1.86,0.38,0.451,1,0.378,False,False,False,0.38,P3 - Standard Review,False
T617,56,9,7,12752.2,18,Medium,0.66,0.24,4,227.72,1.29,0.45,0.687,2,0.629,False,False,False,0.574,P2 - Monitor Closely,False
T618,33,13,4,98076.25,24,Low,0.71,0.28,2,2972.01,3.25,0.495,0.447,1,0.4,False,False,False,0.353,P3 - Standard Review,False
T619,38,9,8,22254.89,11,High,0.65,0.56,3,585.66,1.12,0.605,0.577,3,0.794,False,False,False,0.576,P2 - Monitor Closely,False
T620,6,11,6,7656.18,1,Low,0.79,0.44,1,1276.03,1.83,0.615,0.286,1,0.375,False,False,False,0.262,P4 - Low Priority,False
T621,58,4,4,59889.89,2,Medium,0.47,0.51,0,1032.58,1.0,0.49,0.408,2,0.554,False,False,False,0.326,P3 - Standard Review,False
T622,44,2,4,74147.8,17,Low,0.81,0.24,1,1685.18,0.5,0.525,0.43,1,0.401,False,False,False,0.309,P3 - Standard Review,False
T623,45,6,2,4211.9,28,Medium,0.55,0.63,1,93.6,3.0,0.59,0.454,2,0.588,False,False,False,0.386,P3 - Standard Review,False
T624,32,14,2,66213.05,0,Low,0.59,0.78,3,2069.16,7.0,0.685,0.574,1,0.476,False,False,False,0.451,P3 - Standard Review,False
T625,45,4,4,53696.9,19,Low,0.72,0.31,0,1193.26,1.0,0.515,0.357,1,0.377,False,False,False,0.243,P4 - Low Priority,False
T626,61,6,5,11223.24,20,High,0.21,0.49,2,183.99,1.2,0.35,0.529,3,0.729,False,False,False,0.499,P3 - Standard Review,False
T627,47,19,8,18079.86,28,Low,0.72,0.88,1,384.68,2.38,0.8,0.526,1,0.484,False,False,False,0.363,P3 - Standard Review,False
T628,21,6,6,57229.46,5,High,0.69,0.37,0,2725.21,1.0,0.53,0.253,3,0.682,False,False,False,0.342,P3 - Standard Review,False
T629,80,2,4,30339.4,4,High,0.45,0.58,2,379.24,0.5,0.515,0.664,3,0.802,False,False,False,0.563,P2 - Monitor Closely,False
T630,85,18,7,93893.26,0,Low,0.27,0.17,1,1104.63,2.57,0.22,0.523,1,0.368,False,False,False,0.318,P3 - Standard Review,False
T631,75,13,8,82055.28,18,Low,0.27,0.58,0,1094.07,1.62,0.425,0.465,1,0.391,False,False,False,0.275,P4 - Low Priority,False
T632,36,9,2,98373.15,0,Medium,0.94,0.17,3,2732.59,4.5,0.555,0.553,2,0.61,False,False,False,0.5,P2 - Monitor Closely,False
T633,19,19,7,26707.41,26,High,0.75,0.87,1,1405.65,2.71,0.81,0.403,3,0.783,False,False,False,0.454,P3 - Standard Review,False
T634,20,13,2,97002.64,20,High,0.3,0.67,1,4850.13,6.5,0.485,0.31,3,0.69,True,False,False,0.401,P3 - Standard Review,False
T635,57,11,2,43692.15,20,Medium,0.49,0.73,0,766.53,5.5,0.61,0.439,2,0.587,False,False,False,0.346,P3 - Standard Review,False
T636,18,1,8,35404.36,15,Medium,0.67,0.66,1,1966.91,0.12,0.665,0.355,2,0.573,False,False,False,0.36,P3 - Standard Review,False
T637,47,7,2,5984.6,11,Low,0.87,0.57,2,127.33,3.5,0.72,0.577,1,0.484,False,False,False,0.413,P3 - Standard Review,False
T638,49,15,9,6223.76,26,High,0.23,0.46,1,127.02,1.67,0.345,0.399,3,0.689,False,False,False,0.413,P3 - Standard Review,False
T639,14,1,1,69509.11,28,High,0.39,0.79,4,4964.94,1.0,0.59,0.54,3,0.78,False,False,False,0.607,P2 - Monitor Closely,False
T640,15,12,9,46334.97,21,Low,0.91,0.87,2,3089.0,1.33,0.89,0.484,1,0.49,False,False,False,0.398,P3 - Standard Review,False
T641,31,7,1,23425.64,7,Low,0.21,0.5,0,755.67,7.0,0.355,0.246,1,0.311,False,False,False,0.187,P4 - Low Priority,False
T642,1,15,2,61783.06,25,Low,0.36,0.85,2,61783.06,7.5,0.605,0.336,1,0.388,False,False,False,0.443,P3 - Standard Review,False
T643,54,19,6,26032.95,15,Low,0.97,0.57,4,482.09,3.17,0.77,0.774,1,0.553,False,True,False,0.566,P2 - Monitor Closely,False
T644,3,1,6,58185.54,27,High,0.69,0.53,4,19395.18,0.17,0.61,0.496,3,0.771,False,False,False,0.623,P2 - Monitor Closely,False
T645,16,17,1,36561.67,0,Low,0.41,0.46,1,2285.1,17.0,0.435,0.277,1,0.337,False,False,False,0.246,P4 - Low Priority,False
T646,87,17,7,82531.67,3,Low,0.25,0.27,1,948.64,2.43,0.26,0.544,1,0.382,False,False,False,0.328,P3 - Standard Review,False
T647,57,3,8,82248.92,9,Low,0.22,0.1,3,1442.96,0.38,0.16,0.529,1,0.357,False,False,False,0.391,P3 - Standard Review,False
T648,75,12,2,48257.69,10,High,0.4,0.29,2,643.44,6.0,0.345,0.591,3,0.746,False,False,False,0.522,P2 - Monitor Closely,False
T649,12,6,8,35731.09,16,Medium,0.91,0.51,3,2977.59,0.75,0.71,0.492,2,0.623,False,False,False,0.491,P3 - Standard Review,False
T650,74,11,9,36893.42,24,Low,0.53,0.4,4,498.56,1.22,0.465,0.772,1,0.491,False,True,True,0.54,P2 - Monitor Closely,False
T651,16,3,6,80765.74,26,Low,0.78,0.46,1,5047.86,0.5,0.62,0.333,1,0.391,False,False,False,0.288,P4 - Low Priority,False
T652,72,8,5,33489.77,22,High,0.93,0.88,1,465.14,1.6,0.905,0.67,3,0.882,False,False,False,0.559,P2 - Monitor Closely,False
T653,76,14,9,21696.88,6,High,0.53,0.38,1,285.49,1.56,0.455,0.553,3,0.757,False,False,False,0.479,P3 - Standard Review,False
T654,24,14,9,9384.15,11,Low,0.35,0.46,0,391.01,1.56,0.405,0.229,1,0.316,False,False,False,0.184,P4 - Low Priority,False
T655,28,10,1,47202.62,20,Low,0.61,0.21,4,1685.81,10.0,0.41,0.549,1,0.413,False,False,False,0.456,P3 - Standard Review,False
T656,8,2,3,48731.08,6,Low,0.93,0.14,1,6091.38,0.67,0.535,0.271,1,0.355,False,False,False,0.26,P4 - Low Priority,False
T657,36,14,9,84249.96,11,Low,0.84,0.72,4,2340.28,1.56,0.78,0.696,1,0.531,False,False,False,0.541,P2 - Monitor Closely,False
T658,8,9,2,22902.63,14,Medium,0.25,0.56,1,2862.83,4.5,0.405,0.232,2,0.484,False,False,False,0.295,P4 - Low Priority,False
T659,58,3,4,38718.14,1,High,0.75,0.71,2,667.55,0.75,0.73,0.63,3,0.835,False,False,False,0.568,P2 - Monitor Closely,False
T660,60,8,4,81032.17,13,Low,0.66,0.22,4,1350.54,2.0,0.44,0.702,1,0.465,False,True,False,0.514,P2 - Monitor Closely,False
T661,50,16,2,82538.74,12,High,0.93,0.56,3,1650.77,8.0,0.745,0.673,3,0.851,True,False,False,0.625,P2 - Monitor Closely,False
T662,28,2,3,39076.5,3,Low,0.3,0.3,0,1395.59,0.67,0.3,0.216,1,0.291,False,False,False,0.173,P4 - Low Priority,False
T663,41,6,3,46453.28,13,Medium,0.63,0.28,3,1133.01,2.0,0.455,0.546,2,0.588,False,False,False,0.487,P3 - Standard Review,False
T664,64,12,1,31025.3,13,Medium,0.9,0.11,4,484.77,12.0,0.505,0.739,2,0.656,False,False,False,0.598,P2 - Monitor Closely,False
T665,27,5,6,93322.93,15,Low,0.53,0.2,1,3456.4,0.83,0.365,0.306,1,0.331,False,False,False,0.254,P4 - Low Priority,False
T666,63,2,8,12745.73,6,Low,0.59,0.35,4,202.31,0.25,0.47,0.724,1,0.478,False,True,False,0.523,P2 - Monitor Closely,False
T667,17,16,3,93441.19,18,Medium,0.26,0.19,0,5496.54,5.33,0.225,0.144,2,0.422,False,False,False,0.216,P4 - Low Priority,False
T668,73,5,5,68702.78,1,Low,0.42,0.89,4,941.13,1.0,0.655,0.825,1,0.545,False,True,True,0.576,P2 - Monitor Closely,False
T669,33,15,1,53625.64,9,Low,0.46,0.35,1,1625.02,15.0,0.405,0.345,1,0.351,False,False,False,0.268,P4 - Low Priority,False
T670,84,12,7,4233.25,17,Medium,0.96,0.2,3,50.4,1.71,0.58,0.777,2,0.682,False,False,True,0.58,P2 - Monitor Closely,False
T671,77,4,1,48084.02,28,High,0.43,0.26,2,624.47,4.0,0.345,0.6,3,0.749,False,False,False,0.526,P2 - Monitor Closely,False
T672,29,15,9,41367.06,16,Low,0.57,0.57,3,1426.45,1.67,0.57,0.526,1,0.438,False,False,False,0.422,P3 - Standard Review,False
T673,13,11,8,16960.66,4,High,0.74,0.15,1,1304.67,1.38,0.445,0.267,3,0.669,False,False,False,0.375,P3 - Standard Review,False
T674,46,16,7,65984.55,11,Low,0.33,0.79,1,1434.45,2.29,0.56,0.45,1,0.414,False,False,False,0.319,P3 - Standard Review,False
T675,35,6,7,97143.94,5,Medium,0.59,0.87,0,2775.54,0.86,0.73,0.376,2,0.592,False,False,False,0.337,P3 - Standard Review,False
T676,6,14,5,56656.69,21,Medium,0.79,0.3,4,9442.78,2.8,0.545,0.49,2,0.589,False,False,False,0.528,P2 - Monitor Closely,False
T677,82,18,5,71760.57,8,High,0.89,0.46,4,875.13,3.6,0.675,0.871,3,0.896,False,False,True,0.728,P1 - Immediate Attention,False
T678,69,12,5,7776.59,19,Low,0.7,0.12,3,112.7,2.4,0.41,0.658,1,0.446,False,False,True,0.456,P3 - Standard Review,False
T679,47,11,1,42349.03,0,Medium,0.74,0.61,2,901.04,11.0,0.675,0.564,2,0.638,False,False,False,0.473,P3 - Standard Review,False
T680,25,13,8,12519.49,21,Medium,0.3,0.43,2,500.78,1.62,0.365,0.372,2,0.518,False,False,False,0.376,P3 - Standard Review,False
T681,66,11,1,61666.79,14,Low,0.96,0.32,0,934.35,11.0,0.64,0.489,1,0.441,False,False,False,0.301,P3 - Standard Review,False
T682,10,16,4,93909.73,20,Low,0.31,0.27,1,9390.97,4.0,0.29,0.207,1,0.287,False,False,False,0.224,P4 - Low Priority,False
T683,56,15,9,66516.0,25,Low,0.82,0.62,0,1187.79,1.67,0.72,0.468,1,0.451,False,False,False,0.3,P3 - Standard Review,False
T684,30,15,9,8603.5,5,Low,0.41,0.43,4,286.78,1.67,0.42,0.561,1,0.419,False,False,False,0.458,P3 - Standard Review,False
T685,5,4,5,36111.95,18,High,0.95,0.24,1,7222.39,0.8,0.595,0.276,3,0.702,False,False,False,0.402,P3 - Standard Review,False
T686,33,11,4,55515.67,17,Low,0.78,0.65,0,1682.29,2.75,0.715,0.363,1,0.419,False,False,False,0.262,P4 - Low Priority,False
T687,65,19,3,40917.57,5,Low,0.8,0.55,3,629.5,6.33,0.675,0.72,1,0.518,False,True,True,0.501,P2 - Monitor Closely,False
T688,18,15,3,83530.76,12,Medium,0.38,0.79,4,4640.6,5.0,0.585,0.556,2,0.617,False,False,False,0.545,P2 - Monitor Closely,False
T689,49,4,5,81652.43,0,Low,0.55,0.19,2,1666.38,0.8,0.37,0.481,1,0.385,False,False,False,0.353,P3 - Standard Review,False
T690,11,13,1,61571.27,22,Medium,0.69,0.73,0,5597.39,13.0,0.71,0.262,2,0.554,False,False,False,0.299,P4 - Low Priority,False
T691,85,19,5,37972.34,22,Low,0.82,0.64,4,446.73,3.8,0.73,0.901,1,0.583,False,True,True,0.609,P2 - Monitor Closely,False
T692,26,2,6,26278.3,25,High,0.28,0.19,4,1010.7,0.33,0.235,0.487,3,0.693,False,False,False,0.551,P2 - Monitor Closely,False
T693,63,14,7,11481.56,12,High,0.97,0.66,2,182.25,2.0,0.815,0.678,3,0.866,False,False,False,0.591,P2 - Monitor Closely,False
T694,89,4,9,36134.87,6,High,0.91,0.45,2,406.01,0.44,0.68,0.754,3,0.862,False,False,False,0.609,P2 - Monitor Closely,False
T695,86,16,3,41904.08,14,Low,0.42,0.86,2,487.26,5.33,0.64,0.729,1,0.513,False,True,False,0.463,P3 - Standard Review,False
T696,59,14,2,67906.47,11,Medium,0.86,0.21,0,1150.96,7.0,0.535,0.426,2,0.568,False,False,False,0.336,P3 - Standard Review,False
T697,27,15,3,66157.82,26,Low,0.61,0.61,2,2450.29,5.0,0.61,0.454,1,0.425,False,False,False,0.364,P3 - Standard Review,False
T698,49,3,9,7940.71,25,Low,0.57,0.41,3,162.06,0.33,0.49,0.592,1,0.442,False,False,False,0.438,P3 - Standard Review,False
T699,77,8,7,40130.67,0,Low,0.45,0.87,4,521.18,1.14,0.66,0.844,1,0.552,False,True,True,0.583,P2 - Monitor Closely,False
T700,33,16,9,18996.11,14,Medium,0.66,0.36,2,575.64,1.78,0.51,0.451,2,0.571,False,False,False,0.417,P3 - Standard Review,False
T701,1,10,2,16524.46,3,Low,0.78,0.87,4,16524.46,5.0,0.825,0.552,1,0.497,False,False,False,0.521,P2 - Monitor Closely,False
T702,21,4,5,82902.91,12,Medium,0.53,0.82,1,3947.76,0.8,0.675,0.372,2,0.58,False,False,False,0.371,P3 - Standard Review,False
T703,55,18,4,5149.61,22,Low,0.7,0.32,1,93.63,4.5,0.51,0.475,1,0.411,False,False,False,0.321,P3 - Standard Review,False
T704,6,2,2,42499.1,26,Low,0.76,0.74,2,7083.18,1.0,0.75,0.402,1,0.437,False,False,False,0.365,P3 - Standard Review,False
T705,81,17,9,17652.16,24,Medium,0.77,0.9,4,217.93,1.89,0.835,0.915,2,0.775,False,False,True,0.689,P2 - Monitor Closely,False
T706,69,13,9,88053.69,4,Low,0.24,0.3,1,1276.14,1.44,0.27,0.466,1,0.36,False,False,False,0.301,P3 - Standard Review,False
T707,5,4,6,56147.01,28,Medium,0.89,0.45,2,11229.4,0.67,0.67,0.373,2,0.579,False,False,False,0.423,P3 - Standard Review,False
T708,3,11,6,23906.68,1,Low,0.57,0.52,4,7968.89,1.83,0.545,0.477,1,0.419,False,False,False,0.453,P3 - Standard Review,False
T709,53,7,8,50740.3,22,High,0.41,0.34,2,957.36,0.88,0.375,0.501,3,0.725,False,False,False,0.492,P3 - Standard Review,False
T710,23,12,6,73417.15,25,Medium,0.39,0.11,4,3192.05,2.0,0.25,0.478,2,0.527,False,False,False,0.487,P3 - Standard Review,False
T711,53,10,1,95853.68,0,Low,0.59,0.28,1,1808.56,10.0,0.435,0.444,1,0.387,False,False,False,0.307,P3 - Standard Review,False
T712,37,7,4,22824.15,15,Low,0.91,0.33,2,616.87,1.75,0.62,0.502,1,0.441,False,False,False,0.378,P3 - Standard Review,False
T713,74,13,7,88732.0,22,Medium,0.5,0.45,1,1199.08,1.86,0.475,0.55,2,0.593,False,False,False,0.415,P3 - Standard Review,False
T714,74,7,2,93496.11,5,High,0.8,0.24,2,1263.46,3.5,0.52,0.639,3,0.796,True,False,False,0.556,P2 - Monitor Closely,False
T715,83,17,9,91725.63,22,Low,0.28,0.8,0,1105.13,1.89,0.54,0.535,1,0.435,False,False,False,0.31,P3 - Standard Review,False
T716,17,10,8,63906.02,15,Low,0.58,0.66,1,3759.18,1.25,0.62,0.337,1,0.392,False,False,False,0.286,P4 - Low Priority,False
T717,85,10,8,63352.24,13,High,0.99,0.17,1,745.32,1.25,0.58,0.631,3,0.805,False,False,False,0.519,P2 - Monitor Closely,False
T718,78,4,7,40917.85,28,Medium,0.82,0.62,3,524.59,0.57,0.72,0.792,2,0.715,False,False,True,0.598,P2 - Monitor Closely,False
T719,73,4,4,75487.39,25,Low,0.37,0.62,1,1034.07,1.0,0.495,0.552,1,0.431,False,False,False,0.35,P3 - Standard Review,False
T720,1,7,2,53598.11,2,Low,0.6,0.86,4,53598.11,3.5,0.73,0.523,1,0.47,False,False,False,0.581,P2 - Monitor Closely,False
T721,51,1,3,68066.37,14,Low,0.39,0.1,2,1334.63,0.33,0.245,0.453,1,0.352,False,False,False,0.332,P3 - Standard Review,False
T722,45,12,6,43417.33,2,Medium,0.53,0.3,0,964.83,2.0,0.415,0.327,2,0.514,False,False,False,0.289,P4 - Low Priority,False
T723,77,13,5,73418.15,22,Low,0.82,0.84,4,953.48,2.6,0.83,0.895,1,0.601,False,True,True,0.616,P2 - Monitor Closely,False
T724,4,10,8,82622.68,28,High,0.82,0.85,4,20655.67,1.25,0.835,0.568,3,0.837,True,False,False,0.67,P2 - Monitor Closely,False
T725,62,15,6,15497.19,1,Low,0.38,0.68,4,249.95,2.5,0.53,0.738,1,0.494,False,True,False,0.533,P2 - Monitor Closely,False
T726,65,13,6,83460.04,0,Low,0.94,0.71,4,1284.0,2.17,0.825,0.84,1,0.584,False,True,True,0.596,P2 - Monitor Closely,False
T727,32,9,1,54489.36,8,Medium,0.67,0.17,0,1702.79,9.0,0.42,0.27,2,0.498,False,False,False,0.27,P4 - Low Priority,False
T728,34,9,4,84621.92,8,High,0.5,0.51,3,2488.88,2.25,0.505,0.529,3,0.76,True,False,False,0.554,P2 - Monitor Closely,False
T729,72,15,5,43698.87,22,High,0.6,0.29,1,606.93,3.0,0.445,0.532,3,0.749,False,False,False,0.471,P3 - Standard Review,False
T730,39,10,3,38525.01,6,Low,0.68,0.24,4,987.82,3.33,0.46,0.613,1,0.443,False,False,False,0.483,P3 - Standard Review,False
T731,26,10,9,91591.01,2,Medium,0.65,0.75,1,3522.73,1.11,0.7,0.402,2,0.594,False,False,False,0.383,P3 - Standard Review,False
T732,34,8,1,25865.76,25,Medium,0.59,0.21,1,760.76,8.0,0.4,0.348,2,0.518,False,False,False,0.333,P3 - Standard Review,False
T733,54,16,6,84577.02,17,Low,0.6,0.47,4,1566.24,2.67,0.535,0.703,1,0.485,False,True,False,0.523,P2 - Monitor Closely,False
T734,3,17,6,48918.04,10,Low,0.34,0.85,3,16306.01,2.83,0.595,0.417,1,0.411,False,False,False,0.415,P3 - Standard Review,False
T735,50,5,5,51895.45,6,Low,0.85,0.25,1,1037.91,1.0,0.55,0.465,1,0.416,False,False,False,0.322,P3 - Standard Review,False
T736,12,4,5,31538.36,8,Low,0.63,0.88,2,2628.2,0.8,0.755,0.43,1,0.447,False,False,False,0.367,P3 - Standard Review,False
T737,65,18,5,57731.18,0,High,0.3,0.9,1,888.17,3.6,0.6,0.547,3,0.784,False,False,False,0.49,P3 - Standard Review,False
T738,54,19,6,33195.91,28,Low,0.81,0.54,4,614.74,3.17,0.675,0.745,1,0.525,False,True,False,0.548,P2 - Monitor Closely,False
